,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,class
4923,0.056228999999999994,-0.29123899999999997,0.23918299999999998,0.767954,0.17234000000000002,0.564038,0.446679,0.316548,0.095265,0.368417,A
9689,-0.116585,0.06991499999999999,0.068476,-0.783147,0.261718,1.26996,0.257927,-0.46725200000000006,-0.154186,1.124154,A
9447,0.401857,-0.220579,-3.210528,-1.1855129999999998,-1.168333,-0.9723809999999999,1.6546919999999998,0.95316,0.500624,-1.4954379999999998,A
10396,0.389513,0.556689,0.431229,-1.955514,0.08296100000000001,-1.470679,2.522952,-2.34311,-1.806804,-1.70521,A
8400,0.031541,0.007106,-0.315616,2.7913919999999997,-0.542686,1.9343580000000002,-0.119577,0.10123099999999999,-0.310094,2.0023459999999997,A
10306,0.204355,-0.448263,0.349432,0.689659,0.261718,0.024215,-0.006326,0.173146,0.18880999999999998,0.15601800000000002,A
432,0.019197,-0.087108,0.384996,0.7949579999999999,0.261718,1.145386,0.182426,-0.184447,0.219991,1.0552469999999998,A
1048,0.15498,-0.251983,0.125378,-0.5766979999999999,-0.9001979999999999,-0.681707,0.031425,-0.128511,0.064084,-0.519069,A
99,0.10560399999999999,0.556689,-0.031104000000000003,0.619301,0.17234000000000002,-0.22493400000000002,0.144676,0.9203479999999999,0.282354,-0.164793,A
9837,-3.498799,-0.16562000000000002,0.811764,-1.809159,-4.9222150000000005,-1.38763,0.182426,-2.3319080000000003,-2.430434,-1.227814,A
493,0.229043,0.572391,0.050694,-0.980138,-0.27455100000000005,-2.093552,0.333428,-0.8280290000000001,0.8748020000000001,-1.9341130000000002,A
6863,0.056228999999999994,0.007106,0.40633400000000003,0.455401,0.261718,0.480988,0.597681,0.46237700000000004,-0.216549,0.207879,A
7692,0.15498,0.140576,0.228514,0.766134,-1.257711,0.231839,0.182426,0.352777,-0.590727,0.243997,A
