Unnamed: 0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,class
1413,-0.153617,-0.03215,0.271191,0.057241,0.261718,0.397939,-0.195078,-0.810011,-0.247731,0.610255,A
2609,0.068573,-0.652394,0.395665,1.220985,0.261718,0.605563,0.106925,0.382405,0.064084,0.613137,A
4010,0.080916,-0.071406,0.160942,1.225521,0.17234,0.231839,-0.157328,0.112706,-0.497183,0.429308,A
893,-3.498799,0.329004,0.139604,0.982191,-4.922215,-0.058835,0.55993,0.737455,-2.9917,-0.224574,A
4469,0.15498,0.595945,0.036468,-0.126143,0.261718,1.35301,0.937434,-0.776675,-0.029461,0.775784,A
600,-3.498799,-0.401156,0.352988,0.786513,-4.922215,0.522513,0.333428,0.468434,-0.247731,0.401883,A
8173,0.266074,0.258344,-3.210528,-0.405994,0.261718,-0.01731,0.069175,0.053954,0.500624,0.08118,A
4571,-0.153617,-0.267686,-3.210528,-0.351778,-0.006417,1.311485,0.031425,-0.346857,0.001721,1.312696,A
3065,-0.128929,0.211237,0.075589,0.526356,0.261718,1.103861,0.182426,-0.060188,-0.247731,1.024759,A
2845,0.130292,-0.456114,0.292529,0.202672,0.261718,0.024215,0.446679,-0.137812,-0.341275,-0.095379,A
6330,0.303106,-0.134216,-0.002652,-0.624558,0.261718,0.688613,0.371178,-1.336421,-0.43482,0.537153,A
5415,0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.439463,0.371178,0.710681,0.032902,0.296677,A
9669,0.303106,0.022808,0.146717,-1.815842,0.261718,0.14879,0.069175,-0.778578,0.095265,0.215848,A
2655,0.290762,0.109171,-0.112901,0.221262,0.261718,0.688613,0.295677,-0.644534,-0.123005,0.573282,A
5912,1.37702,-0.063555,0.349432,0.40572,0.17234,0.024215,0.031425,-1.575037,-1.183175,0.137658,A
3245,-0.091897,-0.118513,0.189393,1.280303,0.261718,0.107265,0.333428,1.000359,0.313536,0.025727,A
1334,0.068573,-0.652394,0.395665,1.220985,0.261718,-0.307984,0.031425,0.035976,0.095265,-0.17891,A
10359,0.451232,-0.267686,0.335206,-0.831336,0.261718,0.024215,0.408929,1.122171,0.282354,-0.073005,A
3409,0.117948,0.124874,0.128935,0.3837,0.17234,0.06574,0.371178,0.372755,-0.310094,-0.034224,A
348,0.25373,-0.338346,-3.210528,-1.790689,0.351096,0.14879,0.371178,0.455582,-0.497183,0.053803,A
279,0.377169,0.179832,0.064919,-1.533962,0.261718,0.314889,0.371178,-0.477814,-0.403638,0.196258,A
2173,-0.06721,-0.149918,0.32098,0.118589,0.261718,0.231839,0.295677,0.348952,0.064084,0.167266,A
3625,0.019197,-0.338346,-0.358293,-0.113223,0.17234,3.761451,1.39044,-2.082206,-2.55516,2.48179,A
6983,0.019197,-0.087108,0.384996,0.794958,0.261718,0.231839,0.220177,0.244478,0.905984,0.206831,A
7167,-0.030178,0.014957,0.264078,0.374062,0.261718,0.605563,0.673182,-0.126764,0.344717,0.284466,A
4345,-0.153617,-0.03215,0.271191,0.057241,0.261718,-0.10036,0.786433,-0.192776,-0.029461,-0.384426,A
893,-0.22768,0.289748,-0.006209,0.395814,0.261718,-0.01731,0.748682,0.05178,-0.43482,-0.29224,A
989,0.229043,0.572391,0.050694,-0.980138,-0.274551,-2.093552,0.446679,-0.41586,1.217798,-1.975654,A
5799,0.130292,0.077766,-0.045329,0.285383,-0.095795,0.314889,0.371178,0.103289,-0.091823,0.205867,A
5507,-0.202992,-0.338346,0.434785,-0.184417,0.082961,0.439463,0.446679,-1.202766,-1.401445,0.280174,A
2793,0.043885,0.187683,0.303198,-0.717056,-1.79398,1.726734,0.295677,1.001058,0.531806,1.514764,A
3122,-0.314087,-2.426761,-0.006209,-0.194681,0.261718,2.058932,0.484429,-0.725011,-0.216549,1.673916,A
2660,0.401857,-0.29909,0.328093,0.432395,-1.257711,0.356414,-0.459331,0.080884,-0.372457,0.735822,A
1336,1.37702,-0.063555,0.349432,0.40572,0.17234,-0.972381,0.484429,-3.282195,-2.679886,-0.973765,A
1187,0.105604,-0.087108,0.367214,1.522618,0.261718,0.480988,0.333428,1.720942,0.62535,0.366718,A
10209,0.031541,-0.346197,-0.009765,1.029902,0.082961,-0.01731,0.106925,1.157255,0.843621,0.049065,A
9464,0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.349509,0.937434,0.068652,0.375899,-0.671482,A
3955,0.15498,-0.471816,0.50947,1.205082,0.261718,1.062336,0.257927,0.641387,0.157628,0.931694,A
3873,0.303106,0.022808,0.146717,-1.815842,0.261718,-1.263055,-2.799857,-2.30527,-1.307901,-2.488299,A
4384,0.266074,0.580242,0.114709,-0.165469,0.261718,-0.141884,0.55993,0.669035,0.032902,-0.306814,A
6873,-0.00549,-0.660245,0.345875,-0.270589,0.261718,0.647088,0.295677,-0.399841,-0.65309,0.543506,A
2555,0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.598658,0.220177,-0.059451,-0.372457,-0.541829,A
7184,0.117948,0.627349,0.075589,0.831628,0.261718,1.103861,0.333428,-0.069139,-0.154186,0.926076,A
7664,0.389513,0.556689,0.431229,-1.955514,0.082961,-0.598658,-0.195078,-2.05914,-1.869167,-0.331455,A
327,0.068573,0.226939,0.01513,-0.609818,-1.078955,-0.847807,0.295677,-0.084535,-0.123005,-0.795734,A
7456,0.130292,-0.456114,0.292529,0.202672,0.261718,1.685209,0.220177,-0.674473,-0.310094,1.519007,A
827,0.944986,0.132725,0.136047,0.564936,0.17234,0.14879,0.408929,-0.705556,-1.245538,0.029271,A
7083,1.21655,0.156278,-0.013322,0.353593,0.17234,1.685209,0.295677,-0.62409,-0.777816,1.473198,A
10419,0.303106,-0.03215,0.367214,-0.350585,0.17234,-0.349509,0.55993,-0.329635,-0.372457,-0.495791,A
7256,0.179667,-0.330495,0.530808,-0.314183,0.082961,2.017408,1.201687,-1.615673,-1.027268,1.179258,A
4613,0.167323,0.117022,0.047137,-0.174809,0.261718,-0.391033,0.295677,0.748036,0.251173,-0.381797,A
5074,0.944986,0.132725,0.136047,0.564936,0.17234,0.480988,0.597681,0.17367,-0.091823,0.221586,A
8713,-0.091897,-0.189174,0.345875,0.235912,0.261718,-0.141884,-0.006326,-0.46731,-0.247731,-0.005074,A
6407,0.15498,-0.471816,0.50947,1.205082,0.261718,-0.10036,0.257927,1.453476,0.001721,-0.104662,A
6729,0.179667,-0.330495,0.530808,-0.314183,0.082961,-0.224934,-2.837607,0.042034,0.313536,-1.749524,A
6221,0.031541,0.2976,-3.210528,-0.58359,-0.721442,0.647088,-0.081827,-0.819603,-0.029461,0.773277,A
7497,0.389513,0.556689,0.431229,-1.955514,0.082961,0.231839,-0.157328,0.737474,0.126447,0.459627,A
7341,-3.498799,0.203385,0.95402,-2.222565,-4.922215,-1.138481,-0.195078,-1.808002,-2.149801,-0.82445,A
4136,0.056229,-0.087108,0.089814,1.312409,0.082961,0.14879,-0.119577,1.34106,0.40708,0.327647,A
10093,-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-0.764757,0.786433,-3.283476,-2.804611,-0.951583,A
7962,0.142636,0.470326,-2.958023,-0.379737,0.261718,1.020811,0.786433,0.110104,0.344717,0.581203,A
1548,-0.314087,-0.236281,0.029355,0.460861,0.261718,-0.224934,0.446679,-0.099349,0.219991,-0.327766,A
5454,-0.00549,0.478177,0.029355,-0.247644,0.17234,0.647088,0.220177,-1.591676,-0.65309,0.584228,A
8070,-0.030178,0.305451,-3.203415,-0.130828,0.17234,0.647088,-0.157328,0.949102,0.18881,0.819485,A
25,0.15498,0.054213,0.164499,-0.048325,0.261718,0.06574,0.069175,0.027685,0.126447,0.147326,A
650,0.09326,0.148427,0.171611,0.970704,0.17234,0.688613,0.824183,-0.27434,-0.746634,0.270844,A
907,-0.054866,0.580242,0.032912,-0.016668,0.261718,0.564038,0.673182,-0.336586,0.064084,0.242912,A
47,0.31545,-0.236281,0.37077,0.812174,0.261718,0.14879,0.408929,0.690469,-0.123005,0.029367,A
4072,-0.030178,0.305451,-3.203415,-0.130828,0.17234,0.647088,0.408929,0.965061,0.562987,0.490729,A
3472,0.846235,0.014957,-0.052442,0.98795,0.261718,1.26996,0.597681,-0.210095,-0.123005,0.916914,A
6733,0.438888,-0.047852,0.388552,0.873551,-1.078955,-0.307984,0.446679,1.794255,0.001721,-0.397734,A
6210,0.006853,-0.055704,0.335206,1.778897,0.261718,0.14879,0.333428,1.169234,0.469443,0.06974,A
9701,0.09326,0.148427,0.171611,0.970704,0.17234,0.397939,0.182426,0.509169,-0.029461,0.375555,A
107,0.019197,-0.087108,0.292529,0.240776,0.17234,1.809783,-0.157328,-1.254935,-0.777816,1.897767,A
5419,0.994361,-0.008597,-0.148465,0.826884,0.261718,0.979286,0.673182,0.417683,-0.216549,0.615536,A
587,-0.042522,-0.110662,0.40989,1.097277,0.261718,1.685209,0.899684,0.163205,0.095265,1.086638,A
5081,-3.498799,0.454623,0.128935,-5.440122,-0.006417,-0.183409,0.635431,0.043082,-0.060642,-0.389609,A
7161,1.043737,-0.401156,0.473906,0.506215,0.261718,2.225032,0.144676,-1.291242,-1.183175,2.073001,A
6403,-2.215039,-0.29909,0.352988,0.054854,-1.704602,1.26996,0.371178,-0.778034,0.157628,1.058899,A
8073,-3.498799,0.745117,0.150273,0.685183,-4.922215,-0.723232,0.597681,0.466862,-2.243345,-0.836999,A
6190,0.426544,7.293004,0.19295,-1.533156,-0.989576,-1.30458,-2.913108,-2.309735,-1.214356,-2.481657,A
604,0.438888,-0.047852,0.388552,0.873551,-1.078955,-1.013906,0.031425,0.67418,-1.058449,-0.822449,A
1878,0.056229,-0.016448,0.345875,-0.053786,0.17234,-0.224934,-0.459331,0.482084,0.562987,0.186482,A
8842,0.130292,-1.649494,-3.210528,-2.636061,-2.419627,0.024215,0.333428,-0.02926,-1.775623,-0.040866,A
6894,-0.054866,0.580242,0.032912,-0.016668,0.261718,-0.10036,0.408929,0.368989,0.064084,-0.184841,A
4595,0.105604,-0.09496,0.324537,0.557118,0.17234,0.813187,0.446679,-0.278165,0.344717,0.597381,A
7027,0.006853,-0.055704,0.335206,1.778897,0.261718,0.564038,-0.157328,0.950015,0.469443,0.736895,A
1287,0.080916,0.650903,-0.023991,0.472826,0.261718,1.26996,0.106925,-1.077828,-0.466001,1.21904,A
1034,-0.314087,-0.236281,0.029355,0.460861,0.261718,0.647088,0.069175,-0.485347,0.251173,0.676004,A
5791,0.364825,-0.047852,-0.038216,0.327813,0.261718,1.26996,0.824183,-0.490376,-0.341275,0.777545,A
10216,0.944986,0.132725,0.136047,0.564936,0.17234,-0.141884,0.52218,-0.292028,-0.746634,-0.287502,A
2791,-3.498799,0.054213,-2.083148,-2.448349,-4.922215,-1.263055,-2.19585,-3.638215,-3.584148,-2.617626,A
1098,1.130144,-0.087108,-0.002652,-0.479635,0.082961,-0.474083,0.182426,-0.003457,-0.65309,-0.408367,A
1580,0.204355,0.360409,0.139604,0.299019,-0.095795,-0.266459,0.031425,0.046926,0.313536,-0.1314,A
1476,0.130292,0.077766,0.299642,-0.693335,0.261718,-0.474083,0.220177,-0.417277,-0.154186,-0.429536,A
5756,0.117948,-0.212727,0.23207,0.807221,-1.078955,0.979286,0.710932,1.099959,0.40708,0.586326,A
3370,0.327793,-2.426761,-2.324983,-1.744082,0.440474,0.245681,0.19501,2.169729,1.124254,0.234184,A
1594,0.068573,0.226939,0.01513,-0.609818,-1.078955,-0.224934,-2.988609,-1.375,-1.214356,-1.910858,A
5208,-3.498799,-0.401156,0.352988,0.786513,-4.922215,0.979286,0.106925,-0.109931,-0.65309,0.949342,A
6413,0.229043,-0.369751,0.484575,0.250174,0.261718,0.273364,0.031425,0.496956,0.251173,0.359642,A
9770,0.229043,-0.354049,0.182281,0.210878,0.261718,0.605563,0.295677,-0.407181,-0.684271,0.504592,A
7470,-0.017834,0.132725,0.125378,1.357345,0.261718,1.43606,0.748682,0.232557,-0.185368,0.958649,A
2949,0.204355,-0.448263,0.349432,0.689659,0.261718,0.14879,0.333428,0.268767,-0.123005,0.057299,A
1296,0.068573,-1.16272,-3.210528,-0.829367,0.261718,3.429252,0.899684,-1.05053,-0.684271,2.5618,A
1347,0.290762,0.156278,0.136047,1.401386,0.082961,-0.349509,0.069175,1.376221,0.219991,-0.204816,A
6010,0.006853,0.038511,-0.376075,0.963811,-0.006417,0.605563,0.333428,0.764675,0.843621,0.473406,A
1178,0.266074,0.211237,0.114709,0.937882,0.261718,1.934358,0.597681,-0.232287,0.001721,1.486881,A
10332,0.09326,0.423218,0.022242,-0.203782,0.082961,0.854712,0.069175,0.432846,-0.029461,0.864631,A
2855,0.043885,-0.157769,0.328093,0.552225,0.261718,0.688613,0.333428,0.400306,0.219991,0.536237,A
1274,0.142636,0.164129,0.200063,-0.249732,0.261718,-0.598658,0.446679,-0.034172,0.157628,-0.65399,A
8953,-0.030178,0.093469,0.235627,1.206186,0.261718,0.854712,0.446679,0.227858,0.095265,0.639984,A
4659,0.142636,0.203385,-0.006209,-0.834827,0.261718,1.394535,-0.081827,-1.761561,-1.806804,1.45872,A
3934,0.056229,0.007106,0.406334,0.455401,0.261718,-0.141884,0.408929,0.652299,0.001721,-0.22836,A
8902,0.130292,-0.275537,0.274747,-0.574878,0.261718,1.643684,0.597681,-1.791577,-1.682078,1.297772,A
9981,0.031541,0.007106,-0.315616,2.791392,-0.542686,-1.30458,-2.950858,0.735571,-2.212163,-2.406264,A
5623,0.031541,0.007106,-0.315616,2.791392,-0.542686,1.892833,0.182426,0.93122,-0.154186,1.729659,A
9380,-0.091897,-0.189174,0.345875,0.235912,0.261718,0.190314,0.408929,0.253021,-0.278912,0.068004,A
10163,0.216699,0.2976,0.249852,-0.041313,0.261718,-0.058835,-0.006326,0.463814,-0.060642,0.068389,A
6701,-0.091897,-0.189174,0.345875,0.235912,0.261718,0.273364,0.220177,0.533476,0.562987,0.253183,A
8615,0.068573,0.533135,0.488131,0.255665,-0.632064,0.979286,0.484429,-0.052015,-0.185368,0.721548,A
2979,0.15498,-0.251983,0.125378,-0.576698,-0.900198,0.896237,0.861934,-0.300629,0.18881,0.431803,A
9560,0.266074,0.580242,0.114709,-0.165469,0.261718,-0.307984,0.295677,-0.352235,-0.185368,-0.325874,A
9904,0.068573,-1.16272,-3.210528,-0.829367,0.261718,2.225032,0.861934,-0.878626,-0.185368,1.565154,A
8005,-0.178304,-0.189174,0.264078,-0.640492,0.17234,1.906674,0.094341,-1.172827,-0.746634,1.809127,A
7706,0.117948,0.171981,0.217845,1.738109,0.261718,0.024215,-0.081827,1.523487,0.313536,0.202466,A
2346,-0.054866,0.580242,0.032912,-0.016668,0.261718,1.602159,-0.195078,-0.990808,-0.060642,1.739713,A
9404,-0.054866,0.313302,0.05425,0.218427,0.261718,-0.557133,0.55993,0.703691,0.313536,-0.670096,A
9002,-0.00549,-0.660245,0.345875,-0.270589,0.261718,0.397939,0.144676,0.012871,-0.278912,0.401196,A
7366,-0.116585,-0.338346,-3.210528,-0.865829,-1.168333,-0.183409,-0.270579,-0.020872,-0.185368,0.142733,A
2876,-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.681707,0.220177,-0.64568,-0.497183,-0.617861,A
8450,-0.017834,-0.047852,0.093371,-0.139302,0.261718,0.107265,0.484429,0.60776,0.064084,-0.056406,A
8210,-3.498799,2.880639,0.441898,-0.295325,-4.922215,-1.470679,0.295677,0.207647,-3.147608,-1.359203,A
4735,0.056229,-0.730905,0.441898,0.183695,0.261718,1.145386,0.182426,-0.570542,-0.43482,1.064168,A
4008,0.080916,0.077766,0.050694,0.857319,-1.257711,-0.349509,0.295677,1.265437,0.313536,-0.353528,A
8108,0.216699,0.124874,-3.210528,-0.886924,0.261718,-0.183409,-0.006326,0.004076,-0.43482,-0.037455,A
9027,0.117948,0.321153,-3.210528,0.642753,0.351096,0.965445,0.84935,-1.443381,-1.619716,0.498553,A
7538,0.130292,0.007106,0.239183,0.766194,0.261718,-0.432558,0.220177,1.043636,-0.029461,-0.37976,A
1219,0.401857,-0.220579,-3.210528,-1.185513,-1.168333,-2.716425,-2.875357,-0.415801,2.620965,-3.549645,A
7933,0.105604,-0.189174,0.164499,-0.683757,0.261718,0.397939,0.597681,0.310161,0.18881,0.145759,A
5410,-0.314087,-0.236281,0.029355,0.460861,0.261718,-0.432558,0.484429,-0.608946,-0.029461,-0.526797,A
7519,0.290762,0.109171,-0.112901,0.221262,0.261718,-0.557133,0.220177,0.433526,-0.466001,-0.499961,A
10052,0.080916,0.164129,0.19295,0.819007,0.261718,1.062336,0.484429,-0.085157,-0.497183,0.790251,A
2531,-0.042522,0.187683,0.224957,0.290963,0.261718,-0.10036,0.069175,0.685188,0.40708,0.004485,A
866,0.080916,-0.071406,0.160942,1.225521,0.17234,0.06574,0.484429,0.989234,1.124254,-0.07931,A
8294,-0.264711,-0.275537,0.107596,0.827362,0.261718,0.273364,0.069175,0.937045,0.469443,0.33687,A
2463,-0.00549,-0.283388,0.214288,-2.421913,0.17234,-0.681707,0.484429,-0.653931,0.313536,-0.733373,A
6989,0.068573,-0.652394,0.395665,1.220985,0.261718,0.14879,-0.119577,0.133829,-0.029461,0.339244,A
9680,-3.498799,19.470188,0.256965,0.105669,-4.922215,-1.678304,-0.38383,0.593994,-2.866974,-1.237085,A
3158,0.216699,0.124874,-3.210528,-0.886924,0.261718,0.190314,0.52218,0.29954,-0.060642,0.001689,A
2896,-3.498799,8.13308,6.381091,2.974359,-4.922215,-1.968978,4.523724,0.938035,-3.989507,-3.069609,A
6362,0.105604,-0.251983,0.466793,0.287084,0.261718,0.480988,0.069175,-0.179729,0.001721,0.545182,A
6491,0.031541,-0.118513,0.374326,-0.066706,0.261718,-0.681707,-0.044076,0.68979,0.344717,-0.477009,A
4646,-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.937762,0.106925,1.592509,0.594169,0.91249,A
684,-0.079554,0.187683,-0.070224,0.211236,0.261718,-0.141884,0.295677,-0.008699,-0.528364,-0.170363,A
7574,0.204355,0.038511,0.036468,0.655644,0.17234,0.730137,0.408929,0.021609,-0.341275,0.562819,A
5778,-0.202992,-0.338346,0.434785,-0.184417,0.082961,2.515706,0.635431,0.04912,0.032902,1.998127,A
752,0.352481,0.211237,0.306755,-0.946242,0.17234,0.854712,0.144676,-0.51581,0.126447,0.815132,A
237,-3.498799,0.376111,-3.210528,-0.007,-4.922215,0.730137,-0.232828,-0.035026,-2.523978,0.953429,A
351,-0.104241,-0.055704,0.299642,0.391249,0.17234,1.35301,0.220177,-0.454205,-0.060642,1.236495,A
2362,0.352481,0.211237,0.306755,-0.946242,0.17234,-0.058835,0.333428,0.559745,-0.060642,-0.120635,A
8739,0.204355,0.038511,0.036468,0.655644,0.17234,0.273364,0.408929,0.537942,0.064084,0.146869,A
6449,0.056229,-0.087108,0.089814,1.312409,0.082961,-0.474083,-0.232828,1.693955,0.687713,-0.185178,A
7055,-0.128929,0.211237,0.075589,0.526356,0.261718,-0.01731,0.144676,-0.342081,-1.245538,0.042604,A
9679,0.167323,0.313302,0.168055,-0.383198,0.261718,0.107265,0.484429,0.17501,-0.123005,-0.045688,A
1924,-0.178304,-0.189174,0.264078,-0.640492,0.17234,1.934358,0.446679,-0.278612,0.064084,1.588433,A
3587,0.266074,0.164129,0.118265,0.320234,0.261718,-0.598658,0.069175,-0.135229,-0.466001,-0.458094,A
9604,-0.054866,0.580242,0.032912,-0.016668,0.261718,0.273364,0.144676,-0.459001,0.095265,0.292579,A
2573,-3.498799,-0.236281,0.256965,-0.3018,-4.922215,-0.10036,1.088436,0.021376,0.126447,-0.517984,A
3750,0.15498,-0.16562,-3.210528,-1.32068,-0.185173,1.768258,0.55993,-1.956394,-1.245538,1.367463,A
1627,0.229043,-0.008597,0.175168,0.087408,0.17234,-0.183409,0.597681,-0.060713,0.500624,-0.346017,A
961,-3.498799,-0.440412,-3.210528,-0.364758,-4.922215,2.266557,0.371178,-1.149879,-1.619716,1.931715,A
7292,0.266074,0.211237,0.114709,0.937882,0.261718,0.688613,0.408929,0.947626,0.032902,0.523387,A
71,0.142636,0.486028,0.025799,0.545422,0.17234,-0.889332,-0.044076,-0.632399,-1.49499,-0.668637,A
5727,0.130292,-0.071406,0.214288,0.915742,0.261718,0.439463,0.597681,0.489675,0.032902,0.180707,A
136,-0.00549,-0.283388,0.214288,-2.421913,0.17234,-1.553729,-2.799857,-2.613392,-1.588534,-2.719806,A
4111,0.192011,-0.03215,0.452567,-0.877078,0.261718,0.273364,0.371178,0.920367,0.18881,0.173161,A
6563,0.241386,-0.157769,0.338762,-1.203923,0.261718,0.314889,0.106925,0.954985,-0.216549,0.350359,A
2190,0.204355,0.038511,0.036468,0.655644,0.17234,0.813187,0.786433,0.308064,0.40708,0.403318,A
2575,-2.215039,-0.29909,0.352988,0.054854,-1.704602,-0.10036,-0.044076,0.351185,0.157628,0.071077,A
10404,-0.079554,-0.338346,0.40989,0.129748,0.17234,-0.058835,0.182426,0.283464,0.531806,-0.039143,A
3374,0.216699,-0.424709,0.306755,-0.043283,0.261718,-0.515608,0.257927,0.158332,-0.185368,-0.475634,A
7530,0.130292,-0.463965,0.338762,0.26578,0.261718,0.107265,0.031425,0.423604,-0.154186,0.201153,A
5730,0.056229,0.007106,0.406334,0.455401,0.261718,-0.889332,0.408929,0.212074,-0.65309,-0.895599,A
2916,-0.178304,-0.189174,0.264078,-0.640492,0.17234,1.726734,0.182426,-0.104708,0.18881,1.591435,A
3661,0.290762,0.156278,0.136047,1.401386,0.082961,0.688613,-0.081827,1.076137,0.344717,0.815314,A
8552,0.15498,-0.471816,0.50947,1.205082,0.261718,-0.058835,0.295677,0.944132,0.469443,-0.094511,A
9370,0.09326,0.10132,0.313868,0.756586,0.351096,0.854712,-0.081827,-0.061645,0.18881,0.980734,A
4354,0.426544,7.293004,0.19295,-1.533156,-0.989576,-0.806282,0.182426,0.210559,-0.091823,-0.705646,A
3071,0.401857,-0.220579,-3.210528,-1.185513,-1.168333,-0.307984,0.220177,-0.2936,-0.029461,-0.282885,A
2227,0.056229,-0.087108,0.089814,1.312409,0.082961,-0.01731,0.144676,1.555892,0.905984,0.038336,A
5385,0.117948,0.321153,-3.210528,0.642753,0.351096,-0.058835,0.446679,0.882061,0.18881,-0.178042,A
